title,date,source,author,category,label
Owner ten return central after box.,2023-08-26,Fox News,Adriana Keller,Business,fake
Imagine somebody community human simply within.,2023-11-11,Global Times,Tammy Robinson,Politics,fake
South middle money do.,2023-04-05,Global Times,Jeffrey White,Business,fake
Discover tree nearly if daughter cover.,2023-07-03,Fox News,Cody Maldonado,Politics,fake
Site Democrat station staff myself people black.,2024-08-27,Daily News,Thomas Ayers,Technology,fake
North fine fight stock who democratic.,2024-06-12,BBC,Jeanette Byrd,Sports,real
Choice since make include nor happen hour.,2024-07-16,BBC,Olivia Thomas,Science,real
Sit without peace these standard teach.,2025-03-15,The Guardian,Samantha Mcgrath,Politics,fake
Note responsibility position end.,2023-09-25,Global Times,David Dyer,Business,fake
Short smile argue simple hair way fish energy.,2023-07-22,Daily News,Adrian Stone,Technology,fake
Maybe staff true despite successful argue money.,2023-06-09,BBC,Nicole Gibson,Business,fake
Condition option example.,2022-10-09,CNN,Christopher Frazier,Health,real
Skin choose management accept environmental outside activity.,2024-08-14,Fox News,Perry Harrell,Business,fake
Peace high oil everyone cold believe.,2024-07-09,The Guardian,Jeffrey Park,Technology,real
Place board two know.,2023-05-08,CNN,Katherine Sullivan,Science,fake
Character difference consumer standard two report begin.,2024-11-28,Daily News,Jessica Douglas,Technology,fake
Side police walk.,2023-07-13,,Mrs. Kara Davidson,Health,fake
Avoid among product.,2022-07-30,Reuters,Pamela Ford,Politics,real
Can model in wife.,2022-05-26,BBC,Ricky Gordon,Politics,real
Bar yourself society available positive.,2023-02-21,Fox News,Carmen Strong,Business,fake
Will Congress administration energy.,2025-04-10,,Carl Schultz,Politics,fake
Amount check simply offer everyone.,2025-02-09,NY Times,Michael Kane,Technology,fake
Would trouble if address.,2022-11-08,Daily News,Christina Maldonado,Health,real
Else for direction town camera.,2023-03-29,Fox News,,Entertainment,fake
Matter possible task black stage save memory.,2024-01-22,BBC,Eric Bishop,Science,real
Be own important check action land us.,2023-08-23,Reuters,Christy Mckee,Science,real
Tree bill Congress suggest discover.,2022-05-03,CNN,Brittany Brown,Science,fake
Heavy foot per enough baby push.,2022-05-29,CNN,Jason Hayes,Sports,real
First finish worker feeling theory main stop really.,2025-03-07,Daily News,Kristina Harrell,Technology,real
Join movement recently crime school.,2023-02-23,BBC,Courtney Clayton,Technology,real
Beautiful us ready ever west speech past.,2022-08-08,Reuters,Austin Miles,Health,fake
Do production within later despite case.,2024-04-04,Fox News,Alec Vargas,Business,fake
Ball under leg reduce there.,2024-03-02,NY Times,Jonathan Brown,Health,real
Note sound new like clearly field just.,2023-02-05,Reuters,Shannon Gibson,Politics,real
A morning in training theory race.,2024-09-20,BBC,Cody Ortega,Technology,fake
Billion seem since local.,2023-06-25,Reuters,Aaron Rodriguez,Technology,fake
Since there foot board experience.,2024-04-13,Reuters,Janet King,Politics,real
Dark you senior force open be today report.,2024-07-25,NY Times,Steven Klein,Entertainment,real
Fight cause show heart number agent memory.,2024-06-17,The Guardian,Willie Hill,Entertainment,fake
Head campaign social where body.,2024-05-19,BBC,Kevin Campbell,Technology,fake
I poor score break.,2022-12-01,BBC,Anthony Mclaughlin,Health,fake
Day computer box north.,2024-10-11,The Guardian,Barbara Peterson,Technology,real
Run stock commercial matter explain by.,2024-01-22,Daily News,Jon Pierce,Business,real
Place practice improve eat agent other history but.,2023-09-10,Global Times,Ms. Michele Drake,Entertainment,real
Newspaper attorney interview whose hard production hot.,2023-12-22,CNN,Jeremy Garcia,Entertainment,fake
Building high real eye thing.,2024-11-27,Global Times,Justin Roy,Business,fake
By house pass.,2023-06-28,CNN,Chad Barron,Health,fake
Design appear necessary finish report thought would.,2024-10-08,Fox News,,Business,real
Teach several plan concern style war particularly yourself.,2025-04-22,BBC,Julie Tucker,Technology,fake
Born see personal such notice.,2024-02-02,CNN,Kara Wolfe MD,Technology,fake
Both break choice necessary.,2023-06-20,Fox News,Jessica Benjamin,Health,real
Analysis if firm wrong toward sport try.,2023-12-26,The Guardian,David Taylor,Technology,real
Indicate use put when picture seat hope.,2024-03-29,CNN,Jake Marshall,Politics,real
Total far know.,2024-02-18,Fox News,Darren Walker,Entertainment,fake
Worker raise those economy.,2025-03-29,The Guardian,Laura Adkins,Entertainment,fake
Choose entire surface.,2023-01-31,NY Times,Cynthia Jones,Politics,fake
Future avoid exactly guess.,2024-12-16,BBC,David Boyle,Sports,real
Drive discuss stop matter.,2023-05-19,,,Technology,real
Trouble however simple image democratic.,2022-08-19,,Micheal Sandoval,Business,real
Marriage page lawyer food particular season everybody.,2024-11-18,Daily News,Daniel Reyes,Entertainment,real
Short understand dinner year social training.,2023-04-05,Fox News,Linda Nichols,Health,fake
Second full energy.,2022-10-25,Global Times,Jennifer Bentley,Technology,fake
Task person whatever clear answer.,2023-10-05,CNN,Lori Cox,Sports,fake
Issue appear fund their improve plan.,2023-01-14,NY Times,Deanna Miller,Science,fake
Art police charge only serve.,2022-07-19,Daily News,Nichole Rice,Business,real
When Republican light throughout itself the particularly sound.,2024-04-11,The Guardian,Nicole Reeves,Business,fake
Serious southern wife room among road.,2022-09-24,Fox News,Brenda Hansen,Entertainment,real
Record deal property industry.,2023-11-20,BBC,,Politics,fake
Tonight fine late thought wonder machine.,2022-11-25,NY Times,Tammy Garcia,Business,real
Whose home final sport available his.,2024-02-27,Reuters,Timothy Arnold,Entertainment,fake
Power traditional west.,2023-10-17,BBC,Robin Gonzalez,Health,real
Data probably there leader including.,2022-06-20,Reuters,James Webb,Entertainment,fake
Air back cost technology stage because.,2023-07-02,Fox News,Caitlin Sullivan,Health,fake
Deal big win.,2024-05-08,Fox News,Shannon Stewart,Business,fake
Authority know cause both.,2023-01-05,NY Times,Jon Hill,Science,real
They we reality ever.,2022-11-03,,Jenny George,Politics,fake
Moment single democratic spring themselves little.,2022-08-02,Global Times,Charles Hernandez,Entertainment,fake
Present leg whose rule nature central conference agent.,2022-06-24,Fox News,Valerie Morris,Entertainment,fake
Social instead collection bad small indicate.,2022-06-01,Daily News,Jasmine Moore,Business,fake
Word maybe data red material.,2023-01-12,Reuters,Shirley Hardy,Science,real
Example itself read.,2022-12-09,Reuters,Christina Brooks,Politics,real
Worry voice common figure new question particularly.,2023-08-12,Daily News,Cody Davis,Technology,fake
Available local set.,2023-07-16,NY Times,Maria Owen,Health,real
Seven happy item hospital life appear vote.,2025-04-17,The Guardian,Elizabeth Maxwell,Entertainment,fake
Camera chance hour keep large own to.,2023-01-31,Global Times,Bruce Sims,Entertainment,fake
Series become quite pay director energy company.,2023-12-13,Fox News,,Technology,fake
Bill right or others fast majority fast.,2022-12-03,The Guardian,Christopher Mcdaniel,Business,real
Fear value majority two produce mean.,2023-10-01,The Guardian,William Chen,Business,real
Worry carry plant fish put seat.,2022-05-30,Fox News,Mrs. Linda Boyer,Science,fake
Eight require successful.,2024-11-17,CNN,Jennifer Thompson,Science,real
Certain respond around still.,2022-07-07,Fox News,,Health,fake
Leader significant describe provide others sport this begin.,2023-04-13,CNN,Teresa Burgess,Health,real
Method radio head likely difference.,2024-08-04,NY Times,David Gamble,Science,fake
Example score show big.,2023-09-27,Global Times,Amanda Mayo,Science,real
Election action two study stand poor.,2024-05-04,BBC,Stephen Allison,Health,real
Offer source behind artist.,2024-01-30,NY Times,Melissa King,Sports,real
Cell capital brother.,2022-08-24,BBC,Andrew Wilson,Politics,fake
Top indicate run.,2024-07-20,Global Times,Michael Watts,Science,fake
Environmental high drug first stay type nothing.,2024-01-09,NY Times,Brandon Lopez,Science,real
From election seven entire everything word put painting.,2023-02-07,Daily News,Peter Luna,Politics,fake
Leave tend yes protect role defense.,2023-09-19,The Guardian,Christopher Murray,Business,real
Strong card light reflect television central.,2024-02-06,CNN,,Entertainment,real
Traditional head life participant time data.,2024-08-02,The Guardian,Felicia Luna,Technology,real
Draw about add indicate.,2023-10-20,Fox News,Stephen Gross,Entertainment,fake
Week because decide sound term where.,2023-01-26,The Guardian,Nathaniel Arias,Business,real
White success my whom.,2024-06-08,Daily News,Susan Acosta,Politics,real
Father culture particular move different.,2022-11-27,Global Times,Tammy Evans,Technology,real
Consider arrive where find surface check campaign course.,2023-04-24,Reuters,Hannah Webster,Health,fake
Long space same.,2023-10-18,Global Times,Crystal Pitts,Science,fake
Old program director each service process.,2023-02-18,CNN,Nathan Bush,Entertainment,fake
Often send possible strong maybe water community.,2023-05-17,BBC,Adam Combs,Technology,real
Beyond here challenge.,2023-04-07,The Guardian,Annette Briggs,Technology,real
Make reduce you different to dream.,2024-03-16,BBC,Spencer Logan,Health,real
Admit because specific some.,2024-12-08,CNN,,Sports,fake
Hospital firm final resource.,2022-11-13,BBC,Charlene Walker,Technology,real
Any get little move.,2023-02-20,NY Times,Cynthia Duncan,Sports,fake
Enough social finally hit person truth tax sort.,2024-07-21,The Guardian,Paula Jones,Politics,fake
Bad service important.,2023-07-30,CNN,Sydney Lewis,Politics,fake
Lead eye type total.,2022-09-24,BBC,Benjamin Jordan,Sports,fake
Page capital world coach scene since way.,2023-08-17,The Guardian,Terri Guzman MD,Sports,real
Member away control than product research note.,2022-05-16,Daily News,Madison Myers,Entertainment,fake
Shoulder hand half event simply.,2023-01-30,Global Times,Candice Ramsey,Health,fake
Spring moment have station ground others store.,2023-11-15,CNN,Heather James,Health,real
Special position push tend down describe relate.,2024-09-15,Global Times,Christopher Stark,Entertainment,real
According president finish area population exactly back.,2025-03-02,Reuters,Meredith Petersen,Business,fake
Western former positive remain example focus attack.,2022-12-23,CNN,Nicole Davis,Health,real
During people guess beat interesting together every.,2022-11-19,Reuters,Stephanie Smith,Entertainment,fake
Yourself in boy travel writer.,2025-02-11,Reuters,Sarah King,Business,real
Thank by pressure our whether truth.,2024-02-14,NY Times,Linda Smith,Entertainment,fake
Which citizen professor hour.,2022-11-16,CNN,Jerry Wheeler,Business,fake
Discussion evening theory service purpose parent.,2022-06-14,Fox News,Jason Wells,Science,real
That beautiful indeed task maybe single where.,2023-01-29,Daily News,Helen Larsen,Entertainment,real
Soldier enough certain red fine will government whether.,2023-12-16,The Guardian,Dylan Evans,Science,fake
Present unit according.,2023-09-08,The Guardian,Debra Olson,Business,real
Tell state interest arm.,2022-07-03,The Guardian,Justin Schmidt,Science,fake
Few grow piece star fill.,2025-01-24,Daily News,Jeremy Wood,Sports,real
Card teacher choose throughout consumer figure.,2023-05-01,BBC,Randy Adams,Business,fake
Recognize lay sit part theory start.,2023-12-16,BBC,Michael Zamora,Entertainment,fake
Item paper build use maintain.,2023-07-16,The Guardian,Barbara Fields,Politics,real
Trouble decide leg whose.,2024-03-29,The Guardian,Mary Mcconnell,Science,real
Difference worker work prove their decision whether size.,2022-11-23,Daily News,,Technology,fake
Voice style defense hold arm.,2023-12-20,BBC,Jose Jones,Politics,real
Not better charge ability build data.,2023-12-01,The Guardian,Beth Morse,Business,fake
Court expert newspaper.,2023-01-26,NY Times,Mark Baldwin,Technology,fake
Speech young during kid table.,2022-08-31,,Kimberly Garcia,Technology,fake
Among generation minute star anything model us.,2022-06-19,,Ashley Hutchinson,Sports,fake
Letter maintain left become commercial big course.,2023-08-03,Fox News,Susan Vargas,Health,real
As key team determine blue.,2022-11-24,The Guardian,Jessica Hill,Science,real
Today simple upon plant network.,2024-08-02,Global Times,John Santana,Politics,real
Media someone job back mouth.,2022-07-09,CNN,Kelly Alexander,Science,fake
Race soon yourself development others soldier baby middle.,2023-05-11,,Diana Skinner,Health,real
Finish act crime position nation open.,2024-02-12,CNN,Anthony Long,Politics,real
News evening student pattern than tell show.,2022-08-25,NY Times,Sabrina Allison,Technology,fake
Send carry dinner voice.,2024-06-27,Fox News,Angie Hall,Sports,fake
Particular car teacher east story assume.,2024-11-17,Daily News,Amanda Melton,Technology,fake
Mean special start reach religious.,2024-10-19,BBC,James Marquez,Health,fake
Matter popular issue fact modern wide wonder.,2024-10-21,Reuters,Beth Haynes,Health,real
Law among economic buy indeed hospital activity.,2023-12-06,CNN,Caleb Mann,Technology,real
Consider sing American it individual.,2024-10-06,Fox News,Carmen Carson,Politics,real
Quickly house large practice go number.,2025-04-05,The Guardian,Paul Simmons,Health,real
Ready sure decade leave fund look.,2022-07-23,Reuters,Billy Perez,Business,fake
Recognize whom reduce region sometimes.,2023-01-20,Fox News,John Brown,Health,fake
Wife financial country expert.,2023-06-28,Daily News,Danielle Jacobs,Technology,fake
Scene fire whose network.,2023-04-15,Fox News,Brittany Hansen,Entertainment,real
Plan newspaper upon position how evidence know.,2024-10-02,,Dan Young,Health,real
Eight everybody chance worry source.,2023-01-06,Global Times,Jeremy Lee,Sports,real
Well either body remember window court.,2023-01-18,CNN,Andrew Yates,Technology,real
Light character official professor vote order.,2022-08-01,The Guardian,Michael Butler,Science,real
Television each fill address indicate guy he.,2024-03-06,Fox News,Todd Williams,Politics,real
